,X,Y,Z,res
32767,7.0,-22.0,13.0,0.0
32768,8.0,-22.0,13.0,0.0
32769,9.0,-22.0,13.0,0.0
32770,10.0,-22.0,13.0,0.0
32771,11.0,-22.0,13.0,0.0
32772,12.0,-22.0,13.0,0.0
32773,13.0,-22.0,13.0,0.0
32774,14.0,-22.0,13.0,0.0
32775,15.0,-22.0,13.0,0.0
32776,16.0,-22.0,13.0,0.0
32777,17.0,-22.0,13.0,0.0
32778,18.0,-22.0,13.0,0.0
32779,19.0,-22.0,13.0,0.0
32780,20.0,-22.0,13.0,0.0
32781,21.0,-22.0,13.0,0.0
32782,22.0,-22.0,13.0,0.0
32783,23.0,-22.0,13.0,0.0
32784,24.0,-22.0,13.0,0.0
32785,25.0,-22.0,13.0,0.0
32786,26.0,-22.0,13.0,0.0
32787,27.0,-22.0,13.0,0.0
32788,28.0,-22.0,13.0,0.0
32789,29.0,-22.0,13.0,0.0
32790,30.0,-22.0,13.0,0.0
32791,31.0,-22.0,13.0,0.0
32792,32.0,-22.0,13.0,0.0
32793,33.0,-22.0,13.0,0.0
32794,34.0,-22.0,13.0,0.0
32795,35.0,-22.0,13.0,0.0
32796,36.0,-22.0,13.0,0.0
32797,37.0,-22.0,13.0,0.0
32798,38.0,-22.0,13.0,0.0
32799,39.0,-22.0,13.0,0.0
32800,0.0,-23.0,13.0,0.0
32801,1.0,-23.0,13.0,0.0
32802,2.0,-23.0,13.0,0.0
32803,3.0,-23.0,13.0,0.0
32804,4.0,-23.0,13.0,0.0
32805,5.0,-23.0,13.0,0.0
32806,6.0,-23.0,13.0,0.0
32807,7.0,-23.0,13.0,0.0
32808,8.0,-23.0,13.0,0.0
32809,9.0,-23.0,13.0,0.0
32810,10.0,-23.0,13.0,0.0
32811,11.0,-23.0,13.0,0.0
32812,12.0,-23.0,13.0,0.0
32813,13.0,-23.0,13.0,0.0
32814,14.0,-23.0,13.0,0.0
32815,15.0,-23.0,13.0,0.0
32816,16.0,-23.0,13.0,0.0
32817,17.0,-23.0,13.0,0.0
32818,18.0,-23.0,13.0,0.0
32819,19.0,-23.0,13.0,0.0
32820,20.0,-23.0,13.0,0.0
32821,21.0,-23.0,13.0,0.0
32822,22.0,-23.0,13.0,0.0
32823,23.0,-23.0,13.0,0.0
32824,24.0,-23.0,13.0,0.0
32825,25.0,-23.0,13.0,0.0
32826,26.0,-23.0,13.0,0.0
32827,27.0,-23.0,13.0,0.0
32828,28.0,-23.0,13.0,0.0
32829,29.0,-23.0,13.0,0.0
32830,30.0,-23.0,13.0,0.0
32831,31.0,-23.0,13.0,0.0
32832,32.0,-23.0,13.0,0.0
32833,33.0,-23.0,13.0,0.0
32834,34.0,-23.0,13.0,0.0
32835,35.0,-23.0,13.0,0.0
32836,36.0,-23.0,13.0,0.0
32837,37.0,-23.0,13.0,0.0
32838,38.0,-23.0,13.0,0.0
32839,39.0,-23.0,13.0,0.0
32840,0.0,-24.0,13.0,0.0
32841,1.0,-24.0,13.0,0.0
32842,2.0,-24.0,13.0,0.0
32843,3.0,-24.0,13.0,0.0
32844,4.0,-24.0,13.0,0.0
32845,5.0,-24.0,13.0,0.0
32846,6.0,-24.0,13.0,0.0
32847,7.0,-24.0,13.0,0.0
32848,8.0,-24.0,13.0,0.0
32849,9.0,-24.0,13.0,0.0
32850,10.0,-24.0,13.0,0.0
32851,11.0,-24.0,13.0,0.0
32852,12.0,-24.0,13.0,0.0
32853,13.0,-24.0,13.0,0.0
32854,14.0,-24.0,13.0,0.0
32855,15.0,-24.0,13.0,0.0
32856,16.0,-24.0,13.0,0.0
32857,17.0,-24.0,13.0,0.0
32858,18.0,-24.0,13.0,0.0
32859,19.0,-24.0,13.0,0.0
32860,20.0,-24.0,13.0,0.0
32861,21.0,-24.0,13.0,0.0
32862,22.0,-24.0,13.0,0.0
32863,23.0,-24.0,13.0,0.0
32864,24.0,-24.0,13.0,0.0
32865,25.0,-24.0,13.0,0.0
32866,26.0,-24.0,13.0,0.0
32867,27.0,-24.0,13.0,0.0
32868,28.0,-24.0,13.0,0.0
32869,29.0,-24.0,13.0,0.0
32870,30.0,-24.0,13.0,0.0
32871,31.0,-24.0,13.0,0.0
32872,32.0,-24.0,13.0,0.0
32873,33.0,-24.0,13.0,0.0
32874,34.0,-24.0,13.0,0.0
32875,35.0,-24.0,13.0,0.0
32876,36.0,-24.0,13.0,0.0
32877,37.0,-24.0,13.0,0.0
32878,38.0,-24.0,13.0,0.0
32879,39.0,-24.0,13.0,0.0
32880,0.0,-25.0,13.0,0.0
32881,1.0,-25.0,13.0,0.0
32882,2.0,-25.0,13.0,0.0
32883,3.0,-25.0,13.0,0.0
32884,4.0,-25.0,13.0,0.0
32885,5.0,-25.0,13.0,0.0
32886,6.0,-25.0,13.0,0.0
32887,7.0,-25.0,13.0,0.0
32888,8.0,-25.0,13.0,0.0
32889,9.0,-25.0,13.0,0.0
32890,10.0,-25.0,13.0,0.0
32891,11.0,-25.0,13.0,0.0
32892,12.0,-25.0,13.0,0.0
32893,13.0,-25.0,13.0,0.0
32894,14.0,-25.0,13.0,0.0
32895,15.0,-25.0,13.0,0.0
32896,16.0,-25.0,13.0,0.0
32897,17.0,-25.0,13.0,0.0
32898,18.0,-25.0,13.0,0.0
32899,19.0,-25.0,13.0,0.0
32900,20.0,-25.0,13.0,0.0
32901,21.0,-25.0,13.0,0.0
32902,22.0,-25.0,13.0,0.0
32903,23.0,-25.0,13.0,0.0
32904,24.0,-25.0,13.0,0.0
32905,25.0,-25.0,13.0,0.0
32906,26.0,-25.0,13.0,0.0
32907,27.0,-25.0,13.0,0.0
32908,28.0,-25.0,13.0,0.0
32909,29.0,-25.0,13.0,0.0
32910,30.0,-25.0,13.0,0.0
32911,31.0,-25.0,13.0,0.0
32912,32.0,-25.0,13.0,0.0
32913,33.0,-25.0,13.0,0.0
32914,34.0,-25.0,13.0,0.0
32915,35.0,-25.0,13.0,0.0
32916,36.0,-25.0,13.0,0.0
32917,37.0,-25.0,13.0,0.0
32918,38.0,-25.0,13.0,0.0
32919,39.0,-25.0,13.0,0.0
32920,0.0,-26.0,13.0,0.0
32921,1.0,-26.0,13.0,0.0
32922,2.0,-26.0,13.0,0.0
32923,3.0,-26.0,13.0,0.0
32924,4.0,-26.0,13.0,0.0
32925,5.0,-26.0,13.0,0.0
32926,6.0,-26.0,13.0,0.0
32927,7.0,-26.0,13.0,0.0
32928,8.0,-26.0,13.0,0.0
32929,9.0,-26.0,13.0,0.0
32930,10.0,-26.0,13.0,0.0
32931,11.0,-26.0,13.0,0.0
32932,12.0,-26.0,13.0,0.0
32933,13.0,-26.0,13.0,0.0
32934,14.0,-26.0,13.0,0.0
32935,15.0,-26.0,13.0,0.0
32936,16.0,-26.0,13.0,0.0
32937,17.0,-26.0,13.0,0.0
32938,18.0,-26.0,13.0,0.0
32939,19.0,-26.0,13.0,0.0
32940,20.0,-26.0,13.0,0.0
32941,21.0,-26.0,13.0,0.0
32942,22.0,-26.0,13.0,0.0
32943,23.0,-26.0,13.0,0.0
32944,24.0,-26.0,13.0,0.0
32945,25.0,-26.0,13.0,0.0
32946,26.0,-26.0,13.0,0.0
32947,27.0,-26.0,13.0,0.0
32948,28.0,-26.0,13.0,0.0
32949,29.0,-26.0,13.0,0.0
32950,30.0,-26.0,13.0,0.0
32951,31.0,-26.0,13.0,0.0
32952,32.0,-26.0,13.0,0.0
32953,33.0,-26.0,13.0,0.0
32954,34.0,-26.0,13.0,0.0
32955,35.0,-26.0,13.0,0.0
32956,36.0,-26.0,13.0,0.0
32957,37.0,-26.0,13.0,0.0
32958,38.0,-26.0,13.0,0.0
32959,39.0,-26.0,13.0,0.0
32960,0.0,-27.0,13.0,0.0
32961,1.0,-27.0,13.0,0.0
32962,2.0,-27.0,13.0,0.0
32963,3.0,-27.0,13.0,0.0
32964,4.0,-27.0,13.0,0.0
32965,5.0,-27.0,13.0,0.0
32966,6.0,-27.0,13.0,0.0
32967,7.0,-27.0,13.0,0.0
32968,8.0,-27.0,13.0,0.0
32969,9.0,-27.0,13.0,0.0
32970,10.0,-27.0,13.0,0.0
32971,11.0,-27.0,13.0,0.0
32972,12.0,-27.0,13.0,0.0
32973,13.0,-27.0,13.0,0.0
32974,14.0,-27.0,13.0,0.0
32975,15.0,-27.0,13.0,0.0
32976,16.0,-27.0,13.0,0.0
32977,17.0,-27.0,13.0,0.0
32978,18.0,-27.0,13.0,0.0
32979,19.0,-27.0,13.0,0.0
32980,20.0,-27.0,13.0,0.0
32981,21.0,-27.0,13.0,0.0
32982,22.0,-27.0,13.0,0.0
32983,23.0,-27.0,13.0,0.0
32984,24.0,-27.0,13.0,0.0
32985,25.0,-27.0,13.0,0.0
32986,26.0,-27.0,13.0,0.0
32987,27.0,-27.0,13.0,0.0
32988,28.0,-27.0,13.0,0.0
32989,29.0,-27.0,13.0,0.0
32990,30.0,-27.0,13.0,0.0
32991,31.0,-27.0,13.0,0.0
32992,32.0,-27.0,13.0,0.0
32993,33.0,-27.0,13.0,0.0
32994,34.0,-27.0,13.0,0.0
32995,35.0,-27.0,13.0,0.0
32996,36.0,-27.0,13.0,0.0
32997,37.0,-27.0,13.0,0.0
32998,38.0,-27.0,13.0,0.0
32999,39.0,-27.0,13.0,0.0
33000,0.0,27.0,12.0,0.0
33001,1.0,27.0,12.0,0.0
33002,2.0,27.0,12.0,0.0
33003,3.0,27.0,12.0,0.0
33004,4.0,27.0,12.0,0.0
33005,5.0,27.0,12.0,0.0
33006,6.0,27.0,12.0,0.0
33007,7.0,27.0,12.0,0.0
33008,8.0,27.0,12.0,0.0
33009,9.0,27.0,12.0,0.0
33010,10.0,27.0,12.0,0.0
33011,11.0,27.0,12.0,0.0
33012,12.0,27.0,12.0,0.0
33013,13.0,27.0,12.0,0.0
33014,14.0,27.0,12.0,0.0
33015,15.0,27.0,12.0,0.0
33016,16.0,27.0,12.0,0.0
33017,17.0,27.0,12.0,0.0
33018,18.0,27.0,12.0,0.0
33019,19.0,27.0,12.0,0.0
33020,20.0,27.0,12.0,0.0
33021,21.0,27.0,12.0,0.0
33022,22.0,27.0,12.0,0.0
33023,23.0,27.0,12.0,0.0
33024,24.0,27.0,12.0,0.0
33025,25.0,27.0,12.0,0.0
33026,26.0,27.0,12.0,0.0
33027,27.0,27.0,12.0,0.0
33028,28.0,27.0,12.0,0.0
33029,29.0,27.0,12.0,0.0
33030,30.0,27.0,12.0,0.0
33031,31.0,27.0,12.0,0.0
33032,32.0,27.0,12.0,0.0
33033,33.0,27.0,12.0,0.0
33034,34.0,27.0,12.0,0.0
33035,35.0,27.0,12.0,0.0
33036,36.0,27.0,12.0,0.0
33037,37.0,27.0,12.0,0.0
33038,38.0,27.0,12.0,0.0
33039,39.0,27.0,12.0,0.0
33040,0.0,26.0,12.0,0.0
33041,1.0,26.0,12.0,0.0
33042,2.0,26.0,12.0,0.0
33043,3.0,26.0,12.0,0.0
33044,4.0,26.0,12.0,0.0
33045,5.0,26.0,12.0,0.0
33046,6.0,26.0,12.0,0.0
33047,7.0,26.0,12.0,0.0
33048,8.0,26.0,12.0,0.0
33049,9.0,26.0,12.0,0.0
33050,10.0,26.0,12.0,0.0
33051,11.0,26.0,12.0,0.0
33052,12.0,26.0,12.0,0.0
33053,13.0,26.0,12.0,0.0
33054,14.0,26.0,12.0,0.0
33055,15.0,26.0,12.0,0.0
33056,16.0,26.0,12.0,0.0
33057,17.0,26.0,12.0,0.0
33058,18.0,26.0,12.0,0.0
33059,19.0,26.0,12.0,0.0
33060,20.0,26.0,12.0,0.0
33061,21.0,26.0,12.0,0.0
33062,22.0,26.0,12.0,0.0
33063,23.0,26.0,12.0,0.0
33064,24.0,26.0,12.0,0.0
33065,25.0,26.0,12.0,0.0
33066,26.0,26.0,12.0,0.0
33067,27.0,26.0,12.0,0.0
33068,28.0,26.0,12.0,0.0
33069,29.0,26.0,12.0,0.0
33070,30.0,26.0,12.0,0.0
33071,31.0,26.0,12.0,0.0
33072,32.0,26.0,12.0,0.0
33073,33.0,26.0,12.0,0.0
33074,34.0,26.0,12.0,0.0
33075,35.0,26.0,12.0,0.0
33076,36.0,26.0,12.0,0.0
33077,37.0,26.0,12.0,0.0
33078,38.0,26.0,12.0,0.0
33079,39.0,26.0,12.0,0.0
33080,0.0,25.0,12.0,0.0
33081,1.0,25.0,12.0,0.0
33082,2.0,25.0,12.0,0.0
33083,3.0,25.0,12.0,0.0
33084,4.0,25.0,12.0,0.0
33085,5.0,25.0,12.0,0.0
33086,6.0,25.0,12.0,0.0
33087,7.0,25.0,12.0,0.0
33088,8.0,25.0,12.0,0.0
33089,9.0,25.0,12.0,0.0
33090,10.0,25.0,12.0,0.0
33091,11.0,25.0,12.0,0.0
33092,12.0,25.0,12.0,0.0
33093,13.0,25.0,12.0,0.0
33094,14.0,25.0,12.0,0.0
33095,15.0,25.0,12.0,0.0
33096,16.0,25.0,12.0,0.0
33097,17.0,25.0,12.0,0.0
33098,18.0,25.0,12.0,0.0
33099,19.0,25.0,12.0,0.0
33100,20.0,25.0,12.0,0.0
33101,21.0,25.0,12.0,0.0
33102,22.0,25.0,12.0,0.0
33103,23.0,25.0,12.0,0.0
33104,24.0,25.0,12.0,0.0
33105,25.0,25.0,12.0,0.0
33106,26.0,25.0,12.0,0.0
33107,27.0,25.0,12.0,0.0
33108,28.0,25.0,12.0,0.0
33109,29.0,25.0,12.0,0.0
33110,30.0,25.0,12.0,0.0
33111,31.0,25.0,12.0,0.0
33112,32.0,25.0,12.0,0.0
33113,33.0,25.0,12.0,0.0
33114,34.0,25.0,12.0,0.0
33115,35.0,25.0,12.0,0.0
33116,36.0,25.0,12.0,0.0
33117,37.0,25.0,12.0,0.0
33118,38.0,25.0,12.0,0.0
33119,39.0,25.0,12.0,0.0
33120,0.0,24.0,12.0,0.0
33121,1.0,24.0,12.0,0.0
33122,2.0,24.0,12.0,0.0
33123,3.0,24.0,12.0,0.0
33124,4.0,24.0,12.0,0.0
33125,5.0,24.0,12.0,0.0
33126,6.0,24.0,12.0,0.0
33127,7.0,24.0,12.0,0.0
33128,8.0,24.0,12.0,0.0
33129,9.0,24.0,12.0,0.0
33130,10.0,24.0,12.0,0.0
33131,11.0,24.0,12.0,0.0
33132,12.0,24.0,12.0,0.0
33133,13.0,24.0,12.0,0.0
33134,14.0,24.0,12.0,0.0
33135,15.0,24.0,12.0,0.0
33136,16.0,24.0,12.0,0.0
33137,17.0,24.0,12.0,0.0
33138,18.0,24.0,12.0,0.0
33139,19.0,24.0,12.0,0.0
33140,20.0,24.0,12.0,0.0
33141,21.0,24.0,12.0,0.0
33142,22.0,24.0,12.0,0.0
33143,23.0,24.0,12.0,0.0
33144,24.0,24.0,12.0,0.0
33145,25.0,24.0,12.0,0.0
33146,26.0,24.0,12.0,0.0
33147,27.0,24.0,12.0,0.0
33148,28.0,24.0,12.0,0.0
33149,29.0,24.0,12.0,0.0
33150,30.0,24.0,12.0,0.0
33151,31.0,24.0,12.0,0.0
33152,32.0,24.0,12.0,0.0
33153,33.0,24.0,12.0,0.0
33154,34.0,24.0,12.0,0.0
33155,35.0,24.0,12.0,0.0
33156,36.0,24.0,12.0,0.0
33157,37.0,24.0,12.0,0.0
33158,38.0,24.0,12.0,0.0
33159,39.0,24.0,12.0,0.0
33160,0.0,23.0,12.0,0.0
33161,1.0,23.0,12.0,0.0
33162,2.0,23.0,12.0,0.0
33163,3.0,23.0,12.0,0.0
33164,4.0,23.0,12.0,0.0
33165,5.0,23.0,12.0,0.0
33166,6.0,23.0,12.0,0.0
33167,7.0,23.0,12.0,0.0
33168,8.0,23.0,12.0,0.0
33169,9.0,23.0,12.0,0.0
33170,10.0,23.0,12.0,0.0
33171,11.0,23.0,12.0,0.0
33172,12.0,23.0,12.0,0.0
33173,13.0,23.0,12.0,0.0
33174,14.0,23.0,12.0,0.0
33175,15.0,23.0,12.0,0.0
33176,16.0,23.0,12.0,0.0
33177,17.0,23.0,12.0,0.0
33178,18.0,23.0,12.0,0.0
33179,19.0,23.0,12.0,0.0
33180,20.0,23.0,12.0,0.0
33181,21.0,23.0,12.0,0.0
33182,22.0,23.0,12.0,0.0
33183,23.0,23.0,12.0,0.0
33184,24.0,23.0,12.0,0.0
33185,25.0,23.0,12.0,0.0
33186,26.0,23.0,12.0,0.0
33187,27.0,23.0,12.0,0.0
33188,28.0,23.0,12.0,0.0
33189,29.0,23.0,12.0,0.0
33190,30.0,23.0,12.0,0.0
33191,31.0,23.0,12.0,0.0
33192,32.0,23.0,12.0,0.0
33193,33.0,23.0,12.0,0.0
33194,34.0,23.0,12.0,0.0
33195,35.0,23.0,12.0,0.0
33196,36.0,23.0,12.0,0.0
33197,37.0,23.0,12.0,0.0
33198,38.0,23.0,12.0,0.0
33199,39.0,23.0,12.0,0.0
33200,0.0,22.0,12.0,0.0
33201,1.0,22.0,12.0,0.0
33202,2.0,22.0,12.0,0.0
33203,3.0,22.0,12.0,0.0
33204,4.0,22.0,12.0,0.0
33205,5.0,22.0,12.0,0.0
33206,6.0,22.0,12.0,0.0
33207,7.0,22.0,12.0,0.0
33208,8.0,22.0,12.0,0.0
33209,9.0,22.0,12.0,0.0
33210,10.0,22.0,12.0,0.0
33211,11.0,22.0,12.0,0.0
33212,12.0,22.0,12.0,0.0
33213,13.0,22.0,12.0,0.0
33214,14.0,22.0,12.0,0.0
33215,15.0,22.0,12.0,0.0
33216,16.0,22.0,12.0,0.0
33217,17.0,22.0,12.0,0.0
33218,18.0,22.0,12.0,0.0
33219,19.0,22.0,12.0,0.0
33220,20.0,22.0,12.0,0.0
33221,21.0,22.0,12.0,0.0
33222,22.0,22.0,12.0,0.0
33223,23.0,22.0,12.0,0.0
33224,24.0,22.0,12.0,0.0
33225,25.0,22.0,12.0,0.0
33226,26.0,22.0,12.0,0.0
33227,27.0,22.0,12.0,0.0
33228,28.0,22.0,12.0,0.0
33229,29.0,22.0,12.0,0.0
33230,30.0,22.0,12.0,0.0
33231,31.0,22.0,12.0,0.0
33232,32.0,22.0,12.0,0.0
33233,33.0,22.0,12.0,0.0
33234,34.0,22.0,12.0,0.0
33235,35.0,22.0,12.0,0.0
33236,36.0,22.0,12.0,0.0
33237,37.0,22.0,12.0,0.0
33238,38.0,22.0,12.0,0.0
33239,39.0,22.0,12.0,0.0
33240,0.0,21.0,12.0,0.0
33241,1.0,21.0,12.0,0.0
33242,2.0,21.0,12.0,0.0
33243,3.0,21.0,12.0,0.0
33244,4.0,21.0,12.0,0.0
33245,5.0,21.0,12.0,0.0
33246,6.0,21.0,12.0,0.0
33247,7.0,21.0,12.0,0.0
33248,8.0,21.0,12.0,0.0
33249,9.0,21.0,12.0,0.0
33250,10.0,21.0,12.0,0.0
33251,11.0,21.0,12.0,0.0
33252,12.0,21.0,12.0,0.0
33253,13.0,21.0,12.0,0.0
33254,14.0,21.0,12.0,0.0
33255,15.0,21.0,12.0,0.0
33256,16.0,21.0,12.0,0.0
33257,17.0,21.0,12.0,0.0
33258,18.0,21.0,12.0,0.0
33259,19.0,21.0,12.0,0.0
33260,20.0,21.0,12.0,0.0
33261,21.0,21.0,12.0,0.0
33262,22.0,21.0,12.0,0.0
33263,23.0,21.0,12.0,0.0
33264,24.0,21.0,12.0,0.0
33265,25.0,21.0,12.0,0.0
33266,26.0,21.0,12.0,0.0
33267,27.0,21.0,12.0,0.0
33268,28.0,21.0,12.0,0.0
33269,29.0,21.0,12.0,0.0
33270,30.0,21.0,12.0,0.0
33271,31.0,21.0,12.0,0.0
33272,32.0,21.0,12.0,0.0
33273,33.0,21.0,12.0,0.0
33274,34.0,21.0,12.0,0.0
33275,35.0,21.0,12.0,0.0
33276,36.0,21.0,12.0,0.0
33277,37.0,21.0,12.0,0.0
33278,38.0,21.0,12.0,0.0
33279,39.0,21.0,12.0,0.0
33280,0.0,20.0,12.0,0.0
33281,1.0,20.0,12.0,0.0
33282,2.0,20.0,12.0,0.0
33283,3.0,20.0,12.0,0.0
33284,4.0,20.0,12.0,0.0
33285,5.0,20.0,12.0,0.0
33286,6.0,20.0,12.0,0.0
33287,7.0,20.0,12.0,0.0
33288,8.0,20.0,12.0,0.0
33289,9.0,20.0,12.0,0.0
33290,10.0,20.0,12.0,0.0
33291,11.0,20.0,12.0,0.0
33292,12.0,20.0,12.0,0.0
33293,13.0,20.0,12.0,0.0
33294,14.0,20.0,12.0,0.0
33295,15.0,20.0,12.0,0.0
33296,16.0,20.0,12.0,0.0
33297,17.0,20.0,12.0,0.0
33298,18.0,20.0,12.0,0.0
33299,19.0,20.0,12.0,0.0
33300,20.0,20.0,12.0,0.0
33301,21.0,20.0,12.0,0.0
33302,22.0,20.0,12.0,0.0
33303,23.0,20.0,12.0,0.0
33304,24.0,20.0,12.0,0.0
33305,25.0,20.0,12.0,0.0
33306,26.0,20.0,12.0,0.0
33307,27.0,20.0,12.0,0.0
33308,28.0,20.0,12.0,0.0
33309,29.0,20.0,12.0,0.0
33310,30.0,20.0,12.0,0.0
33311,31.0,20.0,12.0,0.0
33312,32.0,20.0,12.0,0.0
33313,33.0,20.0,12.0,0.0
33314,34.0,20.0,12.0,0.0
33315,35.0,20.0,12.0,0.0
33316,36.0,20.0,12.0,0.0
33317,37.0,20.0,12.0,0.0
33318,38.0,20.0,12.0,0.0
33319,39.0,20.0,12.0,0.0
33320,0.0,19.0,12.0,0.0
33321,1.0,19.0,12.0,0.0
33322,2.0,19.0,12.0,0.0
33323,3.0,19.0,12.0,0.0
33324,4.0,19.0,12.0,0.0
33325,5.0,19.0,12.0,0.0
33326,6.0,19.0,12.0,0.0
33327,7.0,19.0,12.0,0.0
33328,8.0,19.0,12.0,0.0
33329,9.0,19.0,12.0,0.0
33330,10.0,19.0,12.0,0.0
33331,11.0,19.0,12.0,0.0
33332,12.0,19.0,12.0,0.0
33333,13.0,19.0,12.0,0.0
33334,14.0,19.0,12.0,0.0
33335,15.0,19.0,12.0,0.0
33336,16.0,19.0,12.0,0.0
33337,17.0,19.0,12.0,0.0
33338,18.0,19.0,12.0,0.0
33339,19.0,19.0,12.0,0.0
33340,20.0,19.0,12.0,0.0
33341,21.0,19.0,12.0,0.0
33342,22.0,19.0,12.0,0.0
33343,23.0,19.0,12.0,0.0
33344,24.0,19.0,12.0,0.0
33345,25.0,19.0,12.0,0.0
33346,26.0,19.0,12.0,0.0
33347,27.0,19.0,12.0,0.0
33348,28.0,19.0,12.0,0.0
33349,29.0,19.0,12.0,0.0
33350,30.0,19.0,12.0,0.0
33351,31.0,19.0,12.0,0.0
33352,32.0,19.0,12.0,0.0
33353,33.0,19.0,12.0,0.0
33354,34.0,19.0,12.0,0.0
33355,35.0,19.0,12.0,0.0
33356,36.0,19.0,12.0,0.0
33357,37.0,19.0,12.0,0.0
33358,38.0,19.0,12.0,0.0
33359,39.0,19.0,12.0,0.0
33360,0.0,18.0,12.0,0.0
33361,1.0,18.0,12.0,0.0
33362,2.0,18.0,12.0,0.0
33363,3.0,18.0,12.0,0.0
33364,4.0,18.0,12.0,0.0
33365,5.0,18.0,12.0,0.0
33366,6.0,18.0,12.0,0.0
33367,7.0,18.0,12.0,0.0
33368,8.0,18.0,12.0,0.0
33369,9.0,18.0,12.0,0.0
33370,10.0,18.0,12.0,0.0
33371,11.0,18.0,12.0,0.0
33372,12.0,18.0,12.0,0.0
33373,13.0,18.0,12.0,0.0
33374,14.0,18.0,12.0,0.0
33375,15.0,18.0,12.0,0.0
33376,16.0,18.0,12.0,0.0
33377,17.0,18.0,12.0,0.0
33378,18.0,18.0,12.0,0.0
33379,19.0,18.0,12.0,0.0
33380,20.0,18.0,12.0,0.0
33381,21.0,18.0,12.0,0.0
33382,22.0,18.0,12.0,0.0
33383,23.0,18.0,12.0,0.0
33384,24.0,18.0,12.0,0.0
33385,25.0,18.0,12.0,0.0
33386,26.0,18.0,12.0,0.0
33387,27.0,18.0,12.0,0.0
33388,28.0,18.0,12.0,0.0
33389,29.0,18.0,12.0,0.0
33390,30.0,18.0,12.0,0.0
33391,31.0,18.0,12.0,0.0
33392,32.0,18.0,12.0,0.0
33393,33.0,18.0,12.0,0.0
33394,34.0,18.0,12.0,0.0
33395,35.0,18.0,12.0,0.0
33396,36.0,18.0,12.0,0.0
33397,37.0,18.0,12.0,0.0
33398,38.0,18.0,12.0,0.0
33399,39.0,18.0,12.0,0.0
33400,0.0,17.0,12.0,0.0
33401,1.0,17.0,12.0,0.0
33402,2.0,17.0,12.0,0.0
33403,3.0,17.0,12.0,0.0
33404,4.0,17.0,12.0,0.0
33405,5.0,17.0,12.0,0.0
33406,6.0,17.0,12.0,0.0
33407,7.0,17.0,12.0,0.0
33408,8.0,17.0,12.0,0.0
33409,9.0,17.0,12.0,0.0
33410,10.0,17.0,12.0,0.0
33411,11.0,17.0,12.0,0.0
33412,12.0,17.0,12.0,0.0
33413,13.0,17.0,12.0,0.0
33414,14.0,17.0,12.0,0.0
33415,15.0,17.0,12.0,0.0
33416,16.0,17.0,12.0,0.0
33417,17.0,17.0,12.0,0.0
33418,18.0,17.0,12.0,0.0
33419,19.0,17.0,12.0,0.0
33420,20.0,17.0,12.0,0.0
33421,21.0,17.0,12.0,0.0
33422,22.0,17.0,12.0,0.0
33423,23.0,17.0,12.0,0.0
33424,24.0,17.0,12.0,0.0
33425,25.0,17.0,12.0,0.0
33426,26.0,17.0,12.0,0.0
33427,27.0,17.0,12.0,0.0
33428,28.0,17.0,12.0,0.0
33429,29.0,17.0,12.0,0.0
33430,30.0,17.0,12.0,0.0
33431,31.0,17.0,12.0,0.0
33432,32.0,17.0,12.0,0.0
33433,33.0,17.0,12.0,0.0
33434,34.0,17.0,12.0,0.0
33435,35.0,17.0,12.0,0.0
33436,36.0,17.0,12.0,0.0
33437,37.0,17.0,12.0,0.0
33438,38.0,17.0,12.0,0.0
33439,39.0,17.0,12.0,0.0
33440,0.0,16.0,12.0,0.0
33441,1.0,16.0,12.0,0.0
33442,2.0,16.0,12.0,0.0
33443,3.0,16.0,12.0,0.0
33444,4.0,16.0,12.0,0.0
33445,5.0,16.0,12.0,0.0
33446,6.0,16.0,12.0,0.0
33447,7.0,16.0,12.0,0.0
33448,8.0,16.0,12.0,0.0
33449,9.0,16.0,12.0,0.0
33450,10.0,16.0,12.0,0.0
33451,11.0,16.0,12.0,0.0
33452,12.0,16.0,12.0,0.0
33453,13.0,16.0,12.0,0.0
33454,14.0,16.0,12.0,0.0
33455,15.0,16.0,12.0,0.0
33456,16.0,16.0,12.0,0.0
33457,17.0,16.0,12.0,0.0
33458,18.0,16.0,12.0,0.0
33459,19.0,16.0,12.0,0.0
33460,20.0,16.0,12.0,0.0
33461,21.0,16.0,12.0,0.0
33462,22.0,16.0,12.0,0.0
33463,23.0,16.0,12.0,0.0
33464,24.0,16.0,12.0,0.0
33465,25.0,16.0,12.0,0.0
33466,26.0,16.0,12.0,0.0
33467,27.0,16.0,12.0,0.0
33468,28.0,16.0,12.0,0.0
33469,29.0,16.0,12.0,0.0
33470,30.0,16.0,12.0,0.0
33471,31.0,16.0,12.0,0.0
33472,32.0,16.0,12.0,0.0
33473,33.0,16.0,12.0,0.0
33474,34.0,16.0,12.0,0.0
33475,35.0,16.0,12.0,0.0
33476,36.0,16.0,12.0,0.0
33477,37.0,16.0,12.0,0.0
33478,38.0,16.0,12.0,0.0
33479,39.0,16.0,12.0,0.0
33480,0.0,15.0,12.0,0.0
33481,1.0,15.0,12.0,0.0
33482,2.0,15.0,12.0,0.0
33483,3.0,15.0,12.0,0.0
33484,4.0,15.0,12.0,0.0
33485,5.0,15.0,12.0,0.0
33486,6.0,15.0,12.0,0.0
33487,7.0,15.0,12.0,0.0
33488,8.0,15.0,12.0,0.0
33489,9.0,15.0,12.0,0.0
33490,10.0,15.0,12.0,0.0
