x,y,z,res
10.0,-3.0,-24.0,
10.0,-3.0,-23.0,
10.0,-3.0,-22.0,
10.0,-3.0,-21.0,
10.0,-3.0,-20.0,
10.0,-3.0,-19.0,
10.0,-3.0,-18.0,
10.0,-3.0,-17.0,
10.0,-3.0,-16.0,
10.0,-3.0,-15.0,
10.0,-3.0,-14.0,
10.0,-3.0,-13.0,
10.0,-3.0,-12.0,
10.0,-3.0,-11.0,
10.0,-3.0,-10.0,
10.0,-3.0,-9.0,
10.0,-3.0,-8.0,
10.0,-3.0,-7.0,609.2739602853318
10.0,-3.0,-6.0,604.4915612207521
10.0,-3.0,-5.0,601.0968007419086
10.0,-3.0,-4.0,595.7169445468396
10.0,-3.0,-3.0,592.043509655704
10.0,-3.0,-2.0,591.408617770545
10.0,-3.0,-1.0,594.1455914434488
10.0,-3.0,0.0,600.0
10.0,-3.0,1.0,595.7247759248526
10.0,-3.0,2.0,593.9928610366716
10.0,-3.0,3.0,593.3491389882689
10.0,-3.0,4.0,595.1170486273494
10.0,-3.0,5.0,597.0900148041952
10.0,-3.0,6.0,600.951960860511
10.0,-3.0,7.0,604.5088998380639
10.0,-3.0,8.0,
10.0,-3.0,9.0,
10.0,-3.0,10.0,
10.0,-3.0,11.0,
10.0,-3.0,12.0,
10.0,-3.0,13.0,
10.0,-3.0,14.0,
10.0,-3.0,15.0,
10.0,-3.0,16.0,
10.0,-3.0,17.0,
10.0,-3.0,18.0,
10.0,-3.0,19.0,
10.0,-3.0,20.0,
10.0,-3.0,21.0,
10.0,-3.0,22.0,
10.0,-3.0,23.0,
10.0,-3.0,24.0,
10.0,-3.0,25.0,
10.0,-3.0,26.0,
10.0,-3.0,27.0,
10.0,-2.0,-27.0,
10.0,-2.0,-26.0,
10.0,-2.0,-25.0,
10.0,-2.0,-24.0,
10.0,-2.0,-23.0,
10.0,-2.0,-22.0,
10.0,-2.0,-21.0,
10.0,-2.0,-20.0,
10.0,-2.0,-19.0,
10.0,-2.0,-18.0,
10.0,-2.0,-17.0,
10.0,-2.0,-16.0,
10.0,-2.0,-15.0,
10.0,-2.0,-14.0,
10.0,-2.0,-13.0,
10.0,-2.0,-12.0,
10.0,-2.0,-11.0,
10.0,-2.0,-10.0,
10.0,-2.0,-9.0,
10.0,-2.0,-8.0,614.9993501215939
10.0,-2.0,-7.0,610.0713638949619
10.0,-2.0,-6.0,604.1484094261056
10.0,-2.0,-5.0,601.0807217360714
10.0,-2.0,-4.0,594.1655099406988
10.0,-2.0,-3.0,589.2958995093898
10.0,-2.0,-2.0,587.2898916859762
10.0,-2.0,-1.0,579.5013779098966
10.0,-2.0,0.0,570.0000000000002
10.0,-2.0,1.0,580.3124581438238
10.0,-2.0,2.0,586.7178750785656
10.0,-2.0,3.0,587.974941215992
10.0,-2.0,4.0,592.7945486344998
10.0,-2.0,5.0,597.6607286952924
10.0,-2.0,6.0,601.29852992217
10.0,-2.0,7.0,604.608807519724
10.0,-2.0,8.0,608.0492876684265
10.0,-2.0,9.0,
10.0,-2.0,10.0,
10.0,-2.0,11.0,
10.0,-2.0,12.0,
10.0,-2.0,13.0,
10.0,-2.0,14.0,
10.0,-2.0,15.0,
10.0,-2.0,16.0,
10.0,-2.0,17.0,
10.0,-2.0,18.0,
10.0,-2.0,19.0,
10.0,-2.0,20.0,
10.0,-2.0,21.0,
10.0,-2.0,22.0,
10.0,-2.0,23.0,
10.0,-2.0,24.0,
10.0,-2.0,25.0,
10.0,-2.0,26.0,
10.0,-2.0,27.0,
10.0,-1.0,-27.0,
10.0,-1.0,-26.0,
10.0,-1.0,-25.0,
10.0,-1.0,-24.0,
10.0,-1.0,-23.0,
10.0,-1.0,-22.0,
10.0,-1.0,-21.0,
10.0,-1.0,-20.0,
10.0,-1.0,-19.0,
10.0,-1.0,-18.0,
10.0,-1.0,-17.0,
10.0,-1.0,-16.0,
10.0,-1.0,-15.0,
10.0,-1.0,-14.0,
10.0,-1.0,-13.0,
10.0,-1.0,-12.0,
10.0,-1.0,-11.0,
10.0,-1.0,-10.0,
10.0,-1.0,-9.0,620.3318808699597
10.0,-1.0,-8.0,616.7800102345873
10.0,-1.0,-7.0,613.2190129412621
10.0,-1.0,-6.0,609.7929347875636
10.0,-1.0,-5.0,607.9206668537504
10.0,-1.0,-4.0,595.8818732293194
10.0,-1.0,-3.0,580.7643217837012
10.0,-1.0,-2.0,577.5004797778956
10.0,-1.0,-1.0,569.7780409223769
10.0,-1.0,0.0,560.0000000000002
10.0,-1.0,1.0,569.6697021353019
10.0,-1.0,2.0,578.0472462430879
10.0,-1.0,3.0,579.7557494592686
10.0,-1.0,4.0,602.579501109758
10.0,-1.0,5.0,605.6154246513927
10.0,-1.0,6.0,607.8123587281299
10.0,-1.0,7.0,606.5285342841494
10.0,-1.0,8.0,608.7439085127605
10.0,-1.0,9.0,607.0294999124017
10.0,-1.0,10.0,
10.0,-1.0,11.0,
10.0,-1.0,12.0,
10.0,-1.0,13.0,
10.0,-1.0,14.0,
10.0,-1.0,15.0,
10.0,-1.0,16.0,
10.0,-1.0,17.0,
10.0,-1.0,18.0,
10.0,-1.0,19.0,
10.0,-1.0,20.0,
10.0,-1.0,21.0,
10.0,-1.0,22.0,
10.0,-1.0,23.0,
10.0,-1.0,24.0,
10.0,-1.0,25.0,
10.0,-1.0,26.0,
10.0,-1.0,27.0,
10.0,0.0,-27.0,
10.0,0.0,-26.0,
10.0,0.0,-25.0,
10.0,0.0,-24.0,
10.0,0.0,-23.0,
10.0,0.0,-22.0,
10.0,0.0,-21.0,
10.0,0.0,-20.0,
10.0,0.0,-19.0,
10.0,0.0,-18.0,
10.0,0.0,-17.0,
10.0,0.0,-16.0,
10.0,0.0,-15.0,
10.0,0.0,-14.0,
10.0,0.0,-13.0,
10.0,0.0,-12.0,
10.0,0.0,-11.0,
10.0,0.0,-10.0,620.0000000000003
10.0,0.0,-9.0,620.0
10.0,0.0,-8.0,620.0
10.0,0.0,-7.0,619.9999999999999
10.0,0.0,-6.0,620.0
10.0,0.0,-5.0,620.0000000000002
10.0,0.0,-4.0,600.0
10.0,0.0,-3.0,570.0
10.0,0.0,-2.0,570.0000000000001
10.0,0.0,-1.0,570.0
10.0,0.0,0.0,569.9999999999998
10.0,0.0,1.0,570.0000000000002
10.0,0.0,2.0,569.9999999999999
10.0,0.0,3.0,569.9999999999998
10.0,0.0,4.0,620.0000000000002
10.0,0.0,5.0,620.0000000000002
10.0,0.0,6.0,620.0
10.0,0.0,7.0,609.9999999999998
10.0,0.0,8.0,610.0000000000001
10.0,0.0,9.0,600.0000000000001
10.0,0.0,10.0,600.0000000000001
10.0,0.0,11.0,
10.0,0.0,12.0,
10.0,0.0,13.0,
10.0,0.0,14.0,
10.0,0.0,15.0,
10.0,0.0,16.0,
10.0,0.0,17.0,
10.0,0.0,18.0,
10.0,0.0,19.0,
10.0,0.0,20.0,
10.0,0.0,21.0,
10.0,0.0,22.0,
10.0,0.0,23.0,
10.0,0.0,24.0,
10.0,0.0,25.0,
10.0,0.0,26.0,
10.0,0.0,27.0,
10.0,1.0,-27.0,
10.0,1.0,-26.0,
10.0,1.0,-25.0,
10.0,1.0,-24.0,
10.0,1.0,-23.0,
10.0,1.0,-22.0,
10.0,1.0,-21.0,
10.0,1.0,-20.0,
10.0,1.0,-19.0,
10.0,1.0,-18.0,
10.0,1.0,-17.0,
10.0,1.0,-16.0,
10.0,1.0,-15.0,
10.0,1.0,-14.0,
10.0,1.0,-13.0,
10.0,1.0,-12.0,
10.0,1.0,-11.0,
10.0,1.0,-10.0,
10.0,1.0,-9.0,619.9021075335847
10.0,1.0,-8.0,616.7800102345873
10.0,1.0,-7.0,613.2190129412621
10.0,1.0,-6.0,609.7929347875636
10.0,1.0,-5.0,607.9206668537504
10.0,1.0,-4.0,596.4500376474776
10.0,1.0,-3.0,579.9194742846777
10.0,1.0,-2.0,577.0911286881089
10.0,1.0,-1.0,568.9330967591364
10.0,1.0,0.0,560.0
10.0,1.0,1.0,568.8408223876362
10.0,1.0,2.0,577.5160826884509
10.0,1.0,3.0,579.9996158397621
10.0,1.0,4.0,603.0646215784946
10.0,1.0,5.0,605.6154246513927
10.0,1.0,6.0,607.3673780262616
10.0,1.0,7.0,606.5285342841494
10.0,1.0,8.0,608.7439085127605
10.0,1.0,9.0,607.0294999124017
10.0,1.0,10.0,
10.0,1.0,11.0,
10.0,1.0,12.0,
10.0,1.0,13.0,
10.0,1.0,14.0,
10.0,1.0,15.0,
10.0,1.0,16.0,
10.0,1.0,17.0,
10.0,1.0,18.0,
10.0,1.0,19.0,
10.0,1.0,20.0,
10.0,1.0,21.0,
10.0,1.0,22.0,
10.0,1.0,23.0,
10.0,1.0,24.0,
10.0,1.0,25.0,
10.0,1.0,26.0,
10.0,1.0,27.0,
10.0,2.0,-27.0,
10.0,2.0,-26.0,
10.0,2.0,-25.0,
10.0,2.0,-24.0,
10.0,2.0,-23.0,
10.0,2.0,-22.0,
10.0,2.0,-21.0,
10.0,2.0,-20.0,
10.0,2.0,-19.0,
10.0,2.0,-18.0,
10.0,2.0,-17.0,
10.0,2.0,-16.0,
10.0,2.0,-15.0,
10.0,2.0,-14.0,
10.0,2.0,-13.0,
10.0,2.0,-12.0,
10.0,2.0,-11.0,
10.0,2.0,-10.0,
10.0,2.0,-9.0,
10.0,2.0,-8.0,614.9993501215939
10.0,2.0,-7.0,609.4691149409898
10.0,2.0,-6.0,604.1484094261056
10.0,2.0,-5.0,601.0807217360714
10.0,2.0,-4.0,594.165509940699
10.0,2.0,-3.0,588.052836546849
10.0,2.0,-2.0,581.3763631246522
10.0,2.0,-1.0,575.7742222874336
10.0,2.0,0.0,570.0
10.0,2.0,1.0,577.0954059463621
10.0,2.0,2.0,581.5892057883619
10.0,2.0,3.0,587.4441721394929
10.0,2.0,4.0,592.7945486344998
10.0,2.0,5.0,597.8467576037218
10.0,2.0,6.0,601.0725712550759
10.0,2.0,7.0,604.608807519724
10.0,2.0,8.0,608.0492876684265
10.0,2.0,9.0,
10.0,2.0,10.0,
10.0,2.0,11.0,
10.0,2.0,12.0,
10.0,2.0,13.0,
10.0,2.0,14.0,
10.0,2.0,15.0,
10.0,2.0,16.0,
10.0,2.0,17.0,
10.0,2.0,18.0,
10.0,2.0,19.0,
10.0,2.0,20.0,
10.0,2.0,21.0,
10.0,2.0,22.0,
10.0,2.0,23.0,
10.0,2.0,24.0,
10.0,2.0,25.0,
10.0,2.0,26.0,
10.0,2.0,27.0,
10.0,3.0,-27.0,
10.0,3.0,-26.0,
10.0,3.0,-25.0,
10.0,3.0,-24.0,
10.0,3.0,-23.0,
10.0,3.0,-22.0,
10.0,3.0,-21.0,
10.0,3.0,-20.0,
10.0,3.0,-19.0,
10.0,3.0,-18.0,
10.0,3.0,-17.0,
10.0,3.0,-16.0,
10.0,3.0,-15.0,
10.0,3.0,-14.0,
10.0,3.0,-13.0,
10.0,3.0,-12.0,
10.0,3.0,-11.0,
10.0,3.0,-10.0,
10.0,3.0,-9.0,
10.0,3.0,-8.0,
10.0,3.0,-7.0,609.8873699049624
10.0,3.0,-6.0,603.8546533284227
10.0,3.0,-5.0,601.0968007419086
10.0,3.0,-4.0,593.4437884614265
10.0,3.0,-3.0,588.5025247365313
10.0,3.0,-2.0,585.8938791458038
10.0,3.0,-1.0,590.505143417856
10.0,3.0,0.0,599.9999999999998
10.0,3.0,1.0,591.2944493006928
10.0,3.0,2.0,587.0042112149961
10.0,3.0,3.0,589.8081540690963
10.0,3.0,4.0,592.8438925419363
10.0,3.0,5.0,597.0900148041952
10.0,3.0,6.0,600.7218148069227
10.0,3.0,7.0,604.5088998380639
10.0,3.0,8.0,
10.0,3.0,9.0,
10.0,3.0,10.0,
10.0,3.0,11.0,
10.0,3.0,12.0,
10.0,3.0,13.0,
10.0,3.0,14.0,
10.0,3.0,15.0,
10.0,3.0,16.0,
10.0,3.0,17.0,
10.0,3.0,18.0,
10.0,3.0,19.0,
10.0,3.0,20.0,
10.0,3.0,21.0,
10.0,3.0,22.0,
10.0,3.0,23.0,
10.0,3.0,24.0,
10.0,3.0,25.0,
10.0,3.0,26.0,
10.0,3.0,27.0,
10.0,4.0,-27.0,
10.0,4.0,-26.0,
10.0,4.0,-25.0,
10.0,4.0,-24.0,
10.0,4.0,-23.0,
10.0,4.0,-22.0,
10.0,4.0,-21.0,
10.0,4.0,-20.0,
10.0,4.0,-19.0,
10.0,4.0,-18.0,
10.0,4.0,-17.0,
10.0,4.0,-16.0,
10.0,4.0,-15.0,
10.0,4.0,-14.0,
10.0,4.0,-13.0,
10.0,4.0,-12.0,
10.0,4.0,-11.0,
10.0,4.0,-10.0,
10.0,4.0,-9.0,
10.0,4.0,-8.0,
10.0,4.0,-7.0,
10.0,4.0,-6.0,603.8526624055731
10.0,4.0,-5.0,601.7993609249394
10.0,4.0,-4.0,595.7616122529796
10.0,4.0,-3.0,590.8902254762023
10.0,4.0,-2.0,589.0347005285046
10.0,4.0,-1.0,600.9600522578994
10.0,4.0,0.0,620.0000000000002
10.0,4.0,1.0,601.6084341285281
10.0,4.0,2.0,590.254247730816
10.0,4.0,3.0,592.9430976549396
10.0,4.0,4.0,596.9079581562793
10.0,4.0,5.0,598.7466225474792
10.0,4.0,6.0,600.2127922412068
10.0,4.0,7.0,
10.0,4.0,8.0,
10.0,4.0,9.0,
10.0,4.0,10.0,
10.0,4.0,11.0,
10.0,4.0,12.0,
10.0,4.0,13.0,
10.0,4.0,14.0,
10.0,4.0,15.0,
10.0,4.0,16.0,
10.0,4.0,17.0,
10.0,4.0,18.0,
10.0,4.0,19.0,
10.0,4.0,20.0,
10.0,4.0,21.0,
10.0,4.0,22.0,
10.0,4.0,23.0,
10.0,4.0,24.0,
10.0,4.0,25.0,
10.0,4.0,26.0,
10.0,4.0,27.0,
10.0,5.0,-27.0,
10.0,5.0,-26.0,
10.0,5.0,-25.0,
10.0,5.0,-24.0,
10.0,5.0,-23.0,
10.0,5.0,-22.0,
10.0,5.0,-21.0,
10.0,5.0,-20.0,
10.0,5.0,-19.0,
10.0,5.0,-18.0,
10.0,5.0,-17.0,
10.0,5.0,-16.0,
10.0,5.0,-15.0,
10.0,5.0,-14.0,
10.0,5.0,-13.0,
10.0,5.0,-12.0,
10.0,5.0,-11.0,
10.0,5.0,-10.0,
10.0,5.0,-9.0,
10.0,5.0,-8.0,
10.0,5.0,-7.0,
10.0,5.0,-6.0,
10.0,5.0,-5.0,603.7337220829264
10.0,5.0,-4.0,596.6446114337136
10.0,5.0,-3.0,596.9565468895248
10.0,5.0,-2.0,599.007913268375
10.0,5.0,-1.0,606.4828960087015
10.0,5.0,0.0,619.9999999999999
10.0,5.0,1.0,606.4828960087015
10.0,5.0,2.0,598.8254842602822
10.0,5.0,3.0,596.956546889525
10.0,5.0,4.0,597.4031135753968
10.0,5.0,5.0,602.6809613451383
10.0,5.0,6.0,
10.0,5.0,7.0,
10.0,5.0,8.0,
10.0,5.0,9.0,
10.0,5.0,10.0,
10.0,5.0,11.0,
10.0,5.0,12.0,
10.0,5.0,13.0,
10.0,5.0,14.0,
10.0,5.0,15.0,
10.0,5.0,16.0,
10.0,5.0,17.0,
10.0,5.0,18.0,
10.0,5.0,19.0,
10.0,5.0,20.0,
10.0,5.0,21.0,
10.0,5.0,22.0,
10.0,5.0,23.0,
10.0,5.0,24.0,
10.0,5.0,25.0,
10.0,5.0,26.0,
10.0,5.0,27.0,
10.0,6.0,-27.0,
10.0,6.0,-26.0,
10.0,6.0,-25.0,
10.0,6.0,-24.0,
10.0,6.0,-23.0,
10.0,6.0,-22.0,
10.0,6.0,-21.0,
10.0,6.0,-20.0,
10.0,6.0,-19.0,
10.0,6.0,-18.0,
10.0,6.0,-17.0,
10.0,6.0,-16.0,
10.0,6.0,-15.0,
10.0,6.0,-14.0,
10.0,6.0,-13.0,
10.0,6.0,-12.0,
10.0,6.0,-11.0,
10.0,6.0,-10.0,
10.0,6.0,-9.0,
10.0,6.0,-8.0,
10.0,6.0,-7.0,
10.0,6.0,-6.0,
10.0,6.0,-5.0,
10.0,6.0,-4.0,603.6033268070064
10.0,6.0,-3.0,603.6053484722578
10.0,6.0,-2.0,603.0489809156013
10.0,6.0,-1.0,608.9255584245702
10.0,6.0,0.0,620.0
10.0,6.0,1.0,609.6353246119251
10.0,6.0,2.0,603.9036405407792
10.0,6.0,3.0,603.6053484722578
10.0,6.0,4.0,603.6033268070064
10.0,6.0,5.0,
10.0,6.0,6.0,
10.0,6.0,7.0,
10.0,6.0,8.0,
10.0,6.0,9.0,
10.0,6.0,10.0,
10.0,6.0,11.0,
10.0,6.0,12.0,
10.0,6.0,13.0,
10.0,6.0,14.0,
10.0,6.0,15.0,
10.0,6.0,16.0,
10.0,6.0,17.0,
10.0,6.0,18.0,
10.0,6.0,19.0,
10.0,6.0,20.0,
10.0,6.0,21.0,
10.0,6.0,22.0,
10.0,6.0,23.0,
10.0,6.0,24.0,
10.0,6.0,25.0,
10.0,6.0,26.0,
10.0,6.0,27.0,
10.0,7.0,-27.0,
10.0,7.0,-26.0,
10.0,7.0,-25.0,
10.0,7.0,-24.0,
10.0,7.0,-23.0,
10.0,7.0,-22.0,
10.0,7.0,-21.0,
10.0,7.0,-20.0,
10.0,7.0,-19.0,
10.0,7.0,-18.0,
10.0,7.0,-17.0,
10.0,7.0,-16.0,
10.0,7.0,-15.0,
10.0,7.0,-14.0,
10.0,7.0,-13.0,
10.0,7.0,-12.0,
10.0,7.0,-11.0,
10.0,7.0,-10.0,
10.0,7.0,-9.0,
10.0,7.0,-8.0,
10.0,7.0,-7.0,
10.0,7.0,-6.0,
10.0,7.0,-5.0,
10.0,7.0,-4.0,
10.0,7.0,-3.0,609.4191138389345
10.0,7.0,-2.0,608.4042482539644
10.0,7.0,-1.0,613.3107788114895
10.0,7.0,0.0,620.0
10.0,7.0,1.0,612.5333300966067
10.0,7.0,2.0,608.4042482539644
10.0,7.0,3.0,609.4191138389345
10.0,7.0,4.0,
10.0,7.0,5.0,
10.0,7.0,6.0,
10.0,7.0,7.0,
10.0,7.0,8.0,
10.0,7.0,9.0,
10.0,7.0,10.0,
10.0,7.0,11.0,
10.0,7.0,12.0,
10.0,7.0,13.0,
10.0,7.0,14.0,
10.0,7.0,15.0,
10.0,7.0,16.0,
10.0,7.0,17.0,
10.0,7.0,18.0,
10.0,7.0,19.0,
10.0,7.0,20.0,
10.0,7.0,21.0,
10.0,7.0,22.0,
10.0,7.0,23.0,
10.0,7.0,24.0,
10.0,7.0,25.0,
10.0,7.0,26.0,
10.0,7.0,27.0,
10.0,8.0,-27.0,
10.0,8.0,-26.0,
10.0,8.0,-25.0,
10.0,8.0,-24.0,
10.0,8.0,-23.0,
10.0,8.0,-22.0,
10.0,8.0,-21.0,
10.0,8.0,-20.0,
10.0,8.0,-19.0,
10.0,8.0,-18.0,
10.0,8.0,-17.0,
10.0,8.0,-16.0,
10.0,8.0,-15.0,
10.0,8.0,-14.0,
10.0,8.0,-13.0,
10.0,8.0,-12.0,
10.0,8.0,-11.0,
10.0,8.0,-10.0,
10.0,8.0,-9.0,
10.0,8.0,-8.0,
10.0,8.0,-7.0,
10.0,8.0,-6.0,
10.0,8.0,-5.0,
10.0,8.0,-4.0,
10.0,8.0,-3.0,
10.0,8.0,-2.0,611.4723203411796
10.0,8.0,-1.0,614.5089054639291
10.0,8.0,0.0,620.0000000000001
10.0,8.0,1.0,614.5089054639291
10.0,8.0,2.0,611.4723203411796
10.0,8.0,3.0,
10.0,8.0,4.0,
10.0,8.0,5.0,
10.0,8.0,6.0,
10.0,8.0,7.0,
10.0,8.0,8.0,
10.0,8.0,9.0,
10.0,8.0,10.0,
10.0,8.0,11.0,
10.0,8.0,12.0,
10.0,8.0,13.0,
10.0,8.0,14.0,
10.0,8.0,15.0,
10.0,8.0,16.0,
10.0,8.0,17.0,
10.0,8.0,18.0,
10.0,8.0,19.0,
10.0,8.0,20.0,
10.0,8.0,21.0,
10.0,8.0,22.0,
10.0,8.0,23.0,
10.0,8.0,24.0,
10.0,8.0,25.0,
10.0,8.0,26.0,
10.0,8.0,27.0,
10.0,9.0,-27.0,
10.0,9.0,-26.0,
10.0,9.0,-25.0,
10.0,9.0,-24.0,
10.0,9.0,-23.0,
10.0,9.0,-22.0,
10.0,9.0,-21.0,
10.0,9.0,-20.0,
10.0,9.0,-19.0,
10.0,9.0,-18.0,
10.0,9.0,-17.0,
10.0,9.0,-16.0,
10.0,9.0,-15.0,
10.0,9.0,-14.0,
10.0,9.0,-13.0,
10.0,9.0,-12.0,
10.0,9.0,-11.0,
10.0,9.0,-10.0,
10.0,9.0,-9.0,
10.0,9.0,-8.0,
10.0,9.0,-7.0,
10.0,9.0,-6.0,
10.0,9.0,-5.0,
10.0,9.0,-4.0,
10.0,9.0,-3.0,
10.0,9.0,-2.0,
10.0,9.0,-1.0,615.9994413123844
10.0,9.0,0.0,620.0
10.0,9.0,1.0,615.9994413123844
10.0,9.0,2.0,
10.0,9.0,3.0,
10.0,9.0,4.0,
10.0,9.0,5.0,
10.0,9.0,6.0,
10.0,9.0,7.0,
10.0,9.0,8.0,
10.0,9.0,9.0,
10.0,9.0,10.0,
10.0,9.0,11.0,
10.0,9.0,12.0,
10.0,9.0,13.0,
10.0,9.0,14.0,
10.0,9.0,15.0,
10.0,9.0,16.0,
10.0,9.0,17.0,
10.0,9.0,18.0,
10.0,9.0,19.0,
10.0,9.0,20.0,
10.0,9.0,21.0,
10.0,9.0,22.0,
10.0,9.0,23.0,
10.0,9.0,24.0,
10.0,9.0,25.0,
10.0,9.0,26.0,
10.0,9.0,27.0,
10.0,10.0,-27.0,
10.0,10.0,-26.0,
10.0,10.0,-25.0,
10.0,10.0,-24.0,
10.0,10.0,-23.0,
10.0,10.0,-22.0,
10.0,10.0,-21.0,
10.0,10.0,-20.0,
10.0,10.0,-19.0,
10.0,10.0,-18.0,
10.0,10.0,-17.0,
10.0,10.0,-16.0,
10.0,10.0,-15.0,
10.0,10.0,-14.0,
10.0,10.0,-13.0,
10.0,10.0,-12.0,
10.0,10.0,-11.0,
10.0,10.0,-10.0,
10.0,10.0,-9.0,
10.0,10.0,-8.0,
10.0,10.0,-7.0,
10.0,10.0,-6.0,
10.0,10.0,-5.0,
10.0,10.0,-4.0,
10.0,10.0,-3.0,
10.0,10.0,-2.0,
10.0,10.0,-1.0,
10.0,10.0,0.0,619.9999999999999
10.0,10.0,1.0,
10.0,10.0,2.0,
10.0,10.0,3.0,
10.0,10.0,4.0,
10.0,10.0,5.0,
10.0,10.0,6.0,
10.0,10.0,7.0,
10.0,10.0,8.0,
10.0,10.0,9.0,
10.0,10.0,10.0,
10.0,10.0,11.0,
10.0,10.0,12.0,
10.0,10.0,13.0,
10.0,10.0,14.0,
10.0,10.0,15.0,
10.0,10.0,16.0,
10.0,10.0,17.0,
10.0,10.0,18.0,
10.0,10.0,19.0,
10.0,10.0,20.0,
10.0,10.0,21.0,
10.0,10.0,22.0,
10.0,10.0,23.0,
10.0,10.0,24.0,
10.0,10.0,25.0,
10.0,10.0,26.0,
10.0,10.0,27.0,
10.0,11.0,-27.0,
10.0,11.0,-26.0,
10.0,11.0,-25.0,
10.0,11.0,-24.0,
10.0,11.0,-23.0,
10.0,11.0,-22.0,
10.0,11.0,-21.0,
10.0,11.0,-20.0,
10.0,11.0,-19.0,
10.0,11.0,-18.0,
10.0,11.0,-17.0,
10.0,11.0,-16.0,
10.0,11.0,-15.0,
10.0,11.0,-14.0,
10.0,11.0,-13.0,
10.0,11.0,-12.0,
10.0,11.0,-11.0,
10.0,11.0,-10.0,
10.0,11.0,-9.0,
10.0,11.0,-8.0,
10.0,11.0,-7.0,
10.0,11.0,-6.0,
10.0,11.0,-5.0,
10.0,11.0,-4.0,
10.0,11.0,-3.0,
10.0,11.0,-2.0,
10.0,11.0,-1.0,
10.0,11.0,0.0,
10.0,11.0,1.0,
10.0,11.0,2.0,
10.0,11.0,3.0,
10.0,11.0,4.0,
10.0,11.0,5.0,
10.0,11.0,6.0,
10.0,11.0,7.0,
10.0,11.0,8.0,
10.0,11.0,9.0,
10.0,11.0,10.0,
10.0,11.0,11.0,
10.0,11.0,12.0,
10.0,11.0,13.0,
10.0,11.0,14.0,
10.0,11.0,15.0,
10.0,11.0,16.0,
10.0,11.0,17.0,
10.0,11.0,18.0,
10.0,11.0,19.0,
10.0,11.0,20.0,
10.0,11.0,21.0,
10.0,11.0,22.0,
10.0,11.0,23.0,
10.0,11.0,24.0,
10.0,11.0,25.0,
10.0,11.0,26.0,
10.0,11.0,27.0,
10.0,12.0,-27.0,
10.0,12.0,-26.0,
10.0,12.0,-25.0,
10.0,12.0,-24.0,
10.0,12.0,-23.0,
10.0,12.0,-22.0,
10.0,12.0,-21.0,
10.0,12.0,-20.0,
10.0,12.0,-19.0,
10.0,12.0,-18.0,
10.0,12.0,-17.0,
10.0,12.0,-16.0,
10.0,12.0,-15.0,
10.0,12.0,-14.0,
10.0,12.0,-13.0,
10.0,12.0,-12.0,
10.0,12.0,-11.0,
10.0,12.0,-10.0,
10.0,12.0,-9.0,
10.0,12.0,-8.0,
10.0,12.0,-7.0,
10.0,12.0,-6.0,
10.0,12.0,-5.0,
10.0,12.0,-4.0,
10.0,12.0,-3.0,
10.0,12.0,-2.0,
10.0,12.0,-1.0,
10.0,12.0,0.0,
10.0,12.0,1.0,
10.0,12.0,2.0,
10.0,12.0,3.0,
10.0,12.0,4.0,
10.0,12.0,5.0,
10.0,12.0,6.0,
10.0,12.0,7.0,
10.0,12.0,8.0,
10.0,12.0,9.0,
10.0,12.0,10.0,
10.0,12.0,11.0,
10.0,12.0,12.0,
10.0,12.0,13.0,
10.0,12.0,14.0,
10.0,12.0,15.0,
10.0,12.0,16.0,
10.0,12.0,17.0,
10.0,12.0,18.0,
10.0,12.0,19.0,
10.0,12.0,20.0,
10.0,12.0,21.0,
10.0,12.0,22.0,
10.0,12.0,23.0,
10.0,12.0,24.0,
10.0,12.0,25.0,
10.0,12.0,26.0,
10.0,12.0,27.0,
10.0,13.0,-27.0,
10.0,13.0,-26.0,
10.0,13.0,-25.0,
10.0,13.0,-24.0,
10.0,13.0,-23.0,
10.0,13.0,-22.0,
10.0,13.0,-21.0,
10.0,13.0,-20.0,
10.0,13.0,-19.0,
10.0,13.0,-18.0,
10.0,13.0,-17.0,
10.0,13.0,-16.0,
10.0,13.0,-15.0,
10.0,13.0,-14.0,
10.0,13.0,-13.0,
10.0,13.0,-12.0,
10.0,13.0,-11.0,
10.0,13.0,-10.0,
10.0,13.0,-9.0,
10.0,13.0,-8.0,
10.0,13.0,-7.0,
10.0,13.0,-6.0,
10.0,13.0,-5.0,
10.0,13.0,-4.0,
10.0,13.0,-3.0,
10.0,13.0,-2.0,
10.0,13.0,-1.0,
10.0,13.0,0.0,
10.0,13.0,1.0,
10.0,13.0,2.0,
10.0,13.0,3.0,
10.0,13.0,4.0,
10.0,13.0,5.0,
10.0,13.0,6.0,
10.0,13.0,7.0,
10.0,13.0,8.0,
10.0,13.0,9.0,
10.0,13.0,10.0,
10.0,13.0,11.0,
10.0,13.0,12.0,
10.0,13.0,13.0,
10.0,13.0,14.0,
10.0,13.0,15.0,
10.0,13.0,16.0,
10.0,13.0,17.0,
10.0,13.0,18.0,
10.0,13.0,19.0,
10.0,13.0,20.0,
10.0,13.0,21.0,
10.0,13.0,22.0,
10.0,13.0,23.0,
10.0,13.0,24.0,
10.0,13.0,25.0,
10.0,13.0,26.0,
10.0,13.0,27.0,
10.0,14.0,-27.0,
10.0,14.0,-26.0,
10.0,14.0,-25.0,
10.0,14.0,-24.0,
10.0,14.0,-23.0,
10.0,14.0,-22.0,
10.0,14.0,-21.0,
10.0,14.0,-20.0,
